FloatNumbers,Integers,SomeStrings,Time
108892.09816934276,324987,GcdCBDcmFw,2019-12-01
117305.23568773073,929572,JPcKnwkdOR,2005-07-05
387751.40924851084,915654,PlIqBvHAFD,2007-04-25
34911.63596973991,458369,rqnPZjmiYM,2008-05-06
185824.48778051388,18862,EiTppkfWsv,2011-08-17
430214.3031850216,990672,zvQwTpQpEo,1998-03-07
511739.7998645259,735874,CXPMcpWQOu,2003-02-13
581339.5676030235,902897,hXBWtHafas,2008-10-18
76235.82794863495,3873,upnTCOihId,2019-11-24
472750.00400119065,424405,WLMzTtQFvP,2020-11-14
316549.4944844886,322298,nXkAhXELkq,1996-09-22
28077.336268972882,55864,HcfQoKCWYG,2013-10-03
415829.9762966241,228572,TFadkyWlIR,2014-08-11
152157.62477272775,10692,AqGFbKFzMq,2013-04-12
47681.37138541394,360252,goBmgPXKlE,2018-02-10
233647.90090866448,747616,XGsxFwEJHl,2009-11-02
103720.30777498016,149159,YxSIzGqlPl,2008-10-27
80398.86416651096,408156,kXrrvhRAio,2006-08-18
537469.4485034167,485181,DbQuJzwMXZ,1999-09-11
63160.119272858974,424863,jxxepMnQCs,1995-04-11
470995.14702274586,697185,IwoQyGWcrH,2000-11-02
36715.506228055405,817406,lTXoDKdeai,2002-07-13
72684.37736737257,120353,ZvVObVtePo,2012-12-25
307884.2424548427,328340,PncmxSTMoH,2009-09-28
121968.254264821,659147,YVfnAqfNop,1997-03-09
263637.20810466266,234883,OpafzIyXQj,2006-05-02
467494.12960416224,770840,pQnJjtmugf,1996-07-06
128069.11654392917,777589,XPMlDUVBRx,2014-04-26
150532.1118214037,266152,qtzOENMTna,2017-08-15
452812.4715263489,597680,jRXuaEaEHB,2009-12-26
176715.7380150502,16447,oGUXVfsHWA,2015-12-12
9076.957846194246,744909,wlceEFAgbg,2016-05-25
14985.917570306425,533451,njCxgGiQML,2003-08-02
269535.4503358038,296146,CJuGeakusm,2002-12-09
81326.46595873876,796342,JEiuvzllwE,2011-01-19
432962.11272914964,396727,BckKCEdWMH,2014-11-26
109761.44992214587,164009,bhdPkDbofp,2010-09-08
33966.284968404754,257151,cOIdDLuZFT,2018-07-13
144835.65059070685,475,byiOdGYGtS,2013-06-20
515748.31507049355,774030,pofBnZYEII,2000-09-09
455053.71689896396,391831,qBOLlusveL,2006-11-03
620042.6536486804,806449,QVefcwuLlL,1998-01-19
11617.597354564921,986043,GTIxtDmSvJ,2011-04-26
43696.55590801666,268823,OIGxHdYaNk,1999-02-22
161311.45494641084,67679,nrLOcVnAUe,2001-12-16
631794.0756255524,256848,SXrPljdUnO,2019-03-12
269099.71723998216,402067,pkaUxNxaCe,2020-12-28
116557.68890552633,122372,tWoQeHecfs,2020-09-17
349212.10566855746,739542,LoUhdAEwXr,2014-09-04
354076.2802971836,628885,kFayqPgxbO,2006-02-11
303327.19366541744,131852,KLMruUEEri,1996-08-18
130498.01562277602,289550,dyJCxaKmOG,2020-07-16
14549.293859037038,949498,fUHxKoPrxl,1995-05-09
776877.4636541487,586047,VLWHzASBUq,2013-10-22
876256.8294962903,241340,TFYxczmATn,1999-07-09
178628.01333599043,595384,TLgXlkkjcW,2012-05-16
1719.219131067409,217984,CPhMqmrXEc,2018-05-24
756943.7900525342,251108,HSCudjHwtx,2007-11-24
86060.21041087933,327712,IbTEPlaWcW,2010-02-27
530229.7068694738,694660,kikiSKrlfy,2012-08-28
595204.0216035942,611441,LRQEfySPrT,1998-03-27
68868.86394936839,340918,LIUfQGSOIO,2010-05-31
249477.63986966928,662526,tpsLKTKdLU,2004-02-15
50634.3556612043,640921,NSxblRsPOh,2001-12-01
219325.16171296552,144572,CmmXJECgas,2016-02-20
8641.498425303764,291562,BnXiVZrApR,2017-04-22
59032.55699567109,844273,XWnmIhsmjs,2015-06-02
599201.6474686095,632783,cEIMTvkciP,2001-10-16
212519.89200425576,800638,DmrfxnXVGI,2020-06-28
305794.56939021137,208673,untGTofCHW,2018-10-26
304764.7320148893,730593,RrYCAjOKDa,2019-11-17
277338.07277688885,242499,RtDtPEyInq,2013-02-12
124208.61307126624,543764,TXHiHxlQMy,2015-01-15
204366.6940759927,792193,JRFZiVDbvA,2016-06-09
2595.9090100147446,43793,PoTHngAyFJ,2014-07-16
24692.878743983936,636993,RzOEzGOKNT,1995-12-10
14224.146417886954,907796,WovKXMuKrt,2019-07-05
97040.15330043314,575757,ovixNIoeYn,1997-05-19
91850.31394686762,322894,juOrpvJNBX,2019-02-07
304423.21870388987,356689,WJNjgLWHRc,2012-07-22
42915.69778416708,629646,CSujUmjVAa,1998-01-19
148362.32123934568,411640,jziSemcUAF,2000-05-30
549986.1638469674,676335,xDsbMLnPTA,2001-08-23
81885.05921155232,679701,CpArDYmiyq,2000-06-05
213502.77570050844,843373,rvvgowoTZC,2019-10-18
133450.8737419456,175086,wMmuxEznDD,2006-11-19
740456.3072952392,682899,KLgxaxsPsM,2015-09-15
530400.5648891183,902996,xXZCFyYdXy,2004-03-09
179031.10321392785,951019,qrzmGnJkvy,2001-10-09
24797.462652366255,220022,jUBLLvvTAA,2007-11-05
474383.1878298595,103494,iMtsIvTyaO,2014-03-11
22790.200959716,97604,RsKvXEMycK,1999-04-25
895285.7327706709,126246,ygVqAIrCWu,2009-05-08
403171.257120959,3982,sUSAAuzFbp,2020-07-04
484872.30123231746,812031,HbWMgNvyfH,2000-12-19
183261.36312377092,755122,RcbgQJAcnh,2007-12-15
571294.6343379277,877526,yQtLTrDRrV,2008-12-23
535793.9503833501,817659,EIlEazvuEg,2016-02-10
176538.02384946035,310651,xzOGSQcRyK,2014-12-31
151181.07068559292,97344,dhHguBvsCl,2018-10-16
378585.1292907911,752951,sNPDoqLFXL,2017-12-11
185640.35669033937,610672,UbWxeqbaTp,2013-04-16
465500.80572194135,664303,TRHEoXtjFg,2006-06-14
59057.60846018656,252494,JxsTwtMkPk,2012-12-09
4548.792782223511,425727,GTOoziZYmm,2010-10-21
194689.76977241476,900361,nRFOsmzeql,2020-06-20
385530.91249373066,384110,OvwkDiETpt,2011-07-06
776648.7299313686,303292,JPIEagnvCA,2008-11-27
238552.56496536665,433763,kJgCCJEvZa,1995-09-02
402985.8632083931,372649,HeMEDQoFTf,1997-12-27
383474.8649730278,402513,HVcYumimnC,2014-04-28
964.9652675221583,233015,KqWEGRMZNz,2003-08-27
511214.77286158083,517929,HgOddaGmhK,2004-07-03
143268.853861409,735716,CRZwnFxPFF,1998-12-30
540962.6082461568,286332,rFayzsRGKz,2018-04-22
427093.2184188457,112697,qvdbNRXfwN,2014-02-17
403794.41909427894,528298,pzRfzxdRCK,1994-11-05
423594.40238070267,752091,GhfBSmUuWY,2013-04-08
15616.537162463048,970451,SbNKQJSneu,2010-03-10
199404.59512177185,322299,IqkRiZUOJo,2000-10-11
11429.372061912756,391895,AVdpbCWiht,2005-09-02
36166.17230145953,569250,omAWHwXlxY,2000-04-12
57164.61647744866,968036,lNCtpwzPAE,2010-04-30
104462.75710229945,65250,lkXmfAvgbz,2001-05-04
199433.07880164226,820659,VOdPCjTFRb,2006-03-04
271120.5076051905,642011,kXzaxMEvCR,2015-03-28
5448.583213315517,522792,fHdjDmPesm,2010-04-06
842126.2879199447,676898,olbdQGeWCz,2000-05-01
2698.296253593871,772924,ExAfskQALq,2000-11-29
4177.50410691614,659086,JbdgCnMZmL,2006-10-07
264665.21725203964,122642,rwoVOkyVxA,1999-10-21
60819.507156571235,916472,ZanQOTsvac,2014-02-11
47433.92405046678,684980,LVpYtoMoDR,2017-04-03
62827.31068696642,267835,yaiAJixcln,2006-04-18
41076.966259991495,268198,FSLhjzuEvE,1997-10-08
20844.286822369882,174982,BRJdJcOBLe,2001-10-18
274278.6315965298,42941,krhyrMBEci,2007-04-01
60668.761848080205,902699,QnAZcmjCtf,2000-10-29
287066.097140911,247539,SwoKbovbMr,1997-08-19
88821.21911711222,500623,ahFhPPHUHs,2015-07-20
173692.8014765099,287079,nKFoAkgFVJ,2002-08-12
263794.6483288371,611697,ZTlxeOcnat,2004-02-27
128615.89290221194,872019,TeBEzjmlKB,2014-02-20
326381.1045946745,480272,KaJMXtEJIl,1995-05-14
148154.06309599982,179557,gPKVrpURAw,2004-05-09
347993.6242280997,587716,CRACDMCLoL,1999-10-27
154105.68237183962,365548,pMrZOGvMCS,2011-04-01
581903.5092295528,645992,SIYlbmpyOL,2012-11-29
402883.38693592756,408031,SttQHXTQIL,1996-08-16
81697.25917749178,236079,BOypCtEgtc,1999-07-24
507189.67954205675,839413,caCdiBNLSd,1997-12-21
182139.0391927945,467160,NCRxatupWX,2016-08-24
229370.16953073817,228699,iYgeYCrcej,2009-09-07
237063.05403228037,834518,rNXcrNdOca,2000-07-28
61390.6325855639,240080,mffMmuYmXB,2009-05-24
5572.63046016875,723802,jmxVaBPIbp,2011-01-29
152949.35850551806,375812,RvRnKOWJat,1996-10-22
168059.67650569475,830506,nLTGBssjcn,2012-01-08
50.85818299905009,960024,JGlpGOHhPv,2006-07-03
222453.09800473173,935315,UsKbljfeCz,2015-02-17
91019.31369138484,357489,HdPxUIoeYx,2001-09-14
181009.734235266,295245,JOiHBGECuX,2004-12-04
107660.70767154144,17214,qHWTMMzfMn,2008-11-08
94001.33277060694,957890,gXPAVVozOk,1998-10-23
212519.1105211915,462139,sDuVgqbpVi,2016-01-22
17590.624067959096,211142,VtDCDAmHND,2007-05-05
292260.203561736,181618,HcGmuRzokZ,1996-09-04
545630.0908431448,512526,iqPfZzABkQ,2019-10-01
191424.70663430338,769716,cgCtEPUHTJ,1995-11-14
267945.62974698667,554401,NavbMuIfJA,2006-04-15
629241.0219271252,51821,VbUbDAPHvw,2017-11-25
525230.0025386784,588150,WgiOSEHcrz,2010-02-20
166465.95681533334,830682,KDMuSLtZJw,2013-07-13
318500.08110754145,321088,NGNvRxZZbu,2013-09-21
572504.0881434461,742148,miHspszUWf,2012-12-26
153830.63636642369,115950,WOTuPXDkeF,2019-12-14
178771.0808004374,91857,PyWUrhsHht,1994-11-28
461613.0228926982,291521,VYswPwyIcX,2012-03-02
244793.51109281267,361425,HPOphlCvaO,2018-11-30
471245.3681649894,308190,yNDlZpAnuv,2001-12-14
363356.50184561376,322101,OehkDLPrcm,2002-03-06
49373.95007241148,393492,pOOIqrJmVM,2005-12-28
398600.3480623147,485687,HHpfqRgRot,2017-02-10
536889.0178834556,683867,TAiyelCzpp,2004-05-30
370678.03187313094,112777,fLbqODpGZg,2007-04-07
196264.69147546162,882033,vZeafSWbyY,1996-09-02
66286.56385829659,794038,MSqYCfxqyy,1996-11-02
649810.8567660031,429170,KKTNDkpdWE,2015-08-15
280872.69575280504,298897,BfJpAUVSPb,2012-02-12
12015.43225130668,455648,xMlvsZLBss,2007-02-24
94036.46028925022,898696,hYpostDAsy,2002-03-11
29798.412769346243,911658,kOCamlFFRG,2018-07-18
172415.50052267965,571037,PUcnaEQCMU,1998-08-07
58031.41639859911,553567,njPMKVKcuT,2006-11-04
147684.7540140693,340388,dCfXwgXOMv,1999-11-28
680.3039422283697,752447,RdhDELIaGa,2007-05-26
188708.80770321746,569194,tqpfFEMbxi,2000-03-26
337372.3504295513,512166,kOpeqYAazd,2015-05-27
237693.32984222283,743867,brDbruYhBj,2006-03-22
281912.64115755906,295965,hrzseZVStR,2016-11-19
222402.32780811057,238711,ApNjMIeUsi,1996-08-06
640655.7917221052,513408,HxBprCkYMo,2012-01-02
28739.50551259247,79854,OYEnvyKBfC,2001-03-28
303937.74970350467,516029,nJsNhgHcsD,2017-03-07
254925.92891638287,550825,euKQxYLHtz,2008-12-11
204032.93721944754,156186,urJbRxxfdS,2006-10-23
247842.49107304303,991808,nfEQNORKsU,2018-11-24
741970.9773059948,746805,CWTpGASzDO,2013-10-30
61434.7496473591,858689,bFuffdCHAj,2002-10-06
222503.36769433948,390320,rxxGcpphpn,2010-02-14
44945.232304605415,288337,PyOeuupanH,1999-06-16
651851.6150845037,751494,IKBLiEgoRf,2004-08-22
180826.73135021926,223068,WiJagZlEMP,1997-09-27
305205.8171788697,114305,VWMVSXmnZC,2011-01-31
337066.93075462995,112964,vTLFOdlnDG,2000-11-05
365991.36928179115,670132,GcxGRRTNRF,1995-03-13
155060.88129820008,500565,HNEWTsRDJI,2017-07-05
168664.65197224112,781006,EsOAydbWbJ,2003-03-17
663042.4192853472,36172,rfixulCUNZ,2014-10-13
407157.6252050345,461350,ZhQjsuALFb,2017-08-06
203013.1451993435,737859,zmdaXatCGq,1997-03-09
216422.69266055015,181363,RblNoekJyJ,2014-11-21
185865.768377318,834651,UyJuluAxjW,2009-01-22
42565.5682143708,680349,RSHxOktjud,1996-10-06
46663.16719705538,583948,eoRgeqfaWe,2006-10-15
269999.7267507222,992565,WgKkRUzCJS,2012-01-30
46363.83271456608,707613,fhjclCKSiI,2009-08-06
76302.75560799243,908302,rZYwhKCmQl,1997-12-21
426352.8342755981,988505,NQklBlZNpJ,1995-04-03
402669.5103912468,531178,vkggEhBaJy,2008-08-04
145479.10598080017,488448,uCQovutlRT,2001-07-28
193498.75734352067,405243,HOxQYADBjI,2018-09-04
140149.7011634906,239463,yJKtaczPaP,2007-11-28
92529.2678502465,279620,oXaayMLOpY,2005-10-19
65710.76611601294,389791,aKEtCPlVVB,2008-04-12
6855.833373942116,882499,gqsYreLjhX,2015-12-06
267758.2227134114,866425,fZpoJZrdCH,2001-01-24
235649.19224505048,387229,acThmGxYZn,2018-04-03
35053.930548786775,172085,vXtlolUxUQ,2003-07-27
62391.078508732586,215424,UZXMZujcUi,2018-11-17
7235.0759455571615,314390,gWszlIbcqo,2001-03-14
111.73793730069384,826681,yejVlambfp,2012-11-09
267549.27712261776,162483,vFOZiRXbwy,2013-10-27
257479.47848231098,114793,XoOayzYBgK,2008-08-22
216269.58319469533,380535,MShuqkzMaM,2003-10-23
215971.25041395816,802847,jDDKPeApCI,1998-05-14
756837.4092224559,788887,pBxjbrvtvr,2019-04-25
23693.385809164614,311251,pkOwBGSFOo,1996-09-15
473863.1455269249,134924,WsJenabJlr,2019-09-25
271319.30105554446,296314,XLlkRMCplu,2000-04-28
451725.8116830687,474254,nFOPgdpiBI,2016-01-07
45272.62232045366,673442,beQGvbapSx,2002-06-24
117637.58796543398,208716,UjNaIasTWS,2005-08-25
678213.2319243739,682828,DeVABKHWYE,2000-08-16
128876.69733522301,405489,NdMrdJfOxx,2004-09-18
30133.31464841697,961128,TtqLZHNEEc,2014-01-05
17011.263992864497,954111,xMFpnjSonW,2002-11-13
543514.3635719408,744195,ZURhIUHxSF,2011-02-26
365658.7896946813,618206,JlIpxYaJht,2006-11-17
1091.9915633897626,109696,ihoZUpSaRg,2010-05-29
714233.9487197971,588720,IMXViUfxzC,1996-05-18
38308.911257030806,283287,ujblCXZoXS,2000-10-03
87537.55406661208,886635,QpdaKRGpKC,2015-06-13
205871.95605874658,380011,zqoKkbEnga,2011-11-03
742158.5361564112,351213,cCjciDfQkW,2002-12-15
79282.60246703384,131245,pJvZKthTlQ,2013-03-25
760719.5471954262,658849,oUYwspUDjN,2003-12-12
5632.064608581519,226734,LkPKBMoOYl,2004-07-27
63742.81852127735,273726,gzTaZTQRrh,2014-06-25
2193.1981447670887,611623,MNOSEotBCD,2000-11-02
42889.03995497024,106281,uASXpWJuyB,2008-04-19
392352.14508635417,640722,vXCbtLritR,1996-05-16
22962.274369342926,474693,BCKvnOXXYO,2002-10-05
274402.40799711784,787500,QCDmQHMzgy,2009-10-27
887793.2846872805,499697,qidRRTIZKA,2001-10-08
138348.3284475176,139556,mQzYkxjLYv,1995-01-29
82211.1743519367,850486,qzGPDLucGj,1998-02-10
68375.18967092347,325216,ZzSBfoIHpa,1995-01-05
570514.6989618426,701272,hbZusSityq,2010-12-06
174320.29880176857,262651,AUFqiGxFzU,2002-01-11
523497.7998908876,187197,UTEcDnKZzz,2019-02-13
244727.80387057623,489458,WEGnXvewie,2003-07-17
3080.620815955554,709634,LWgWTSuTgL,1996-08-05
557805.244734226,986292,kKVnUrXMot,2012-12-16
42629.375302431145,375252,rMjVFWQifo,2011-02-09
4106.118414434527,658008,cMPdYTMrPO,2018-12-31
81299.48445908923,62793,YhePpqXgNv,2017-12-18
598358.4519767233,354706,ASeyYazqtC,2007-12-23
96913.35778361691,247008,TTyBPapQaQ,2019-02-25
226633.12017190413,543142,YWoZDTFVOy,2011-04-08
856472.673328,652073,PCahcmANcF,2010-02-04
187012.18866842316,520680,cqkCtdEwKc,2015-01-09
309329.8901228242,740557,OMmCDAidsN,1995-04-29
187453.18879639127,309046,KZKThdDsEB,2019-02-17
29520.292954982793,732967,qDZOKyrxXT,2012-04-04
417700.58148548525,815135,OgHysjkKeB,2010-11-07
536406.9707656209,91335,qvgnBFJvXN,2020-10-29
423009.7930198786,618473,rdhCFMyHhZ,2002-04-01
63497.31387327189,136216,ZewWacHaqL,1996-03-09
462319.84545178147,24560,mwmtLmUXVC,2003-05-17
465744.7269700133,986340,TlXrbEaKLv,2013-04-16
427264.2791919712,341158,EunwXvkDon,2013-08-15
545348.440007409,441727,cOPmEKgJgo,2001-08-27
345928.0911784275,379111,bWKkjqGbtl,2010-05-15
412272.7647075713,577975,ygdftboeTT,2019-12-31
200603.93877076748,321793,cpPjUZCZYy,1996-11-16
9253.319047582738,424002,KgZPMSzcDM,1999-10-26
64978.95508837771,824569,rJyWhnNAEc,1997-04-16
534838.352408762,532645,QkynZgNEwA,2004-02-01
132920.0296867264,224098,DOxshEqLqo,2000-09-15
10910.806747066852,626513,FfWqyooxuW,2012-05-26
170308.69919512048,665003,dsUsXVzNQA,2011-07-27
87308.48245026723,821035,yJuhGyKNkF,2014-12-04
151504.56494683647,662162,tuUYiOzSAG,2010-02-24
781322.4934042087,950126,MdUMXCBtby,2015-11-12
119593.39463045975,446875,jLvVqUDDRc,1997-04-12
275938.65911912447,92727,vAnqsrOjdH,2003-03-12
224424.75409821587,982170,dVbVpocDBt,1995-02-27
770622.7373175006,353383,LHyqmkykVj,2020-12-25
142821.29024176783,166329,ofNqHdRGZL,1998-06-19
213077.08513250944,631927,VVBNiinCkd,2003-04-01
202362.29745362877,68059,awvGxwpffR,2001-10-22
448984.3034950809,933498,EfvSQWuAdz,2001-10-24
80806.7944944233,583353,EwreaXbYQT,2012-03-24
320180.9304595707,132204,ycJtprUQsZ,1996-07-14
89007.14940877997,639654,XqpIdljlzN,2009-05-24
18530.936276962566,720150,aKgHBieBGM,2012-09-21
108105.87096513403,892762,kNUTtEGQEZ,2010-01-21
98631.70633596258,669234,qlbMMGvxXU,1998-05-21
292867.3094820159,963446,jEICBxPeaF,2016-06-27
41367.57372861376,934431,IEGCIoUbEX,2018-05-21
30723.510879737623,582908,hAekLkmOYK,2014-12-19
13469.687400164783,819972,ZrKEDBfSOs,2000-03-30
52092.32258532882,4651,mRwFkfCrQa,2006-08-14
241676.65748363754,470530,vNWsBkhUXu,2010-12-15
219333.2822529026,420664,qWdUERrZlh,1997-05-09
10420.62375022279,208274,spmADmUQyh,2014-05-28
107135.42783831741,966260,aYJDytCven,2005-01-13
482059.76803423744,159750,XTXugQYdWy,2013-04-14
128485.78519215956,15938,tySrtIPYHJ,2009-08-21
121470.9290593019,956281,ZnspiOKaxv,2016-10-08
238505.0237967274,157128,QqkUvKngzL,2013-12-17
234566.1782595264,878837,ZfiAGodKRz,2015-03-29
27164.592376953377,72276,IfzpygANaD,2015-10-24
55265.50829345779,425703,kczKezMMho,2008-09-19
84907.63322721019,272945,rNQvczyHgD,2019-10-19
415021.1374800865,977916,aBIxBYKiYY,2014-02-28
284645.31912577845,461133,pFaETJezHH,1995-05-22
69193.28057853463,888660,ZvudbNsrGH,1995-04-15
82062.22128476112,345995,YsIpptDGnc,2001-04-27
153286.79513948553,461881,sfkRAHJtND,2011-12-20
917195.4934923447,576273,BuEWexIVfI,1999-06-16
456900.93360794184,799041,USrkIeeyBZ,2015-08-25
256064.01015678165,310195,bBuqbRjfVv,1995-11-23
246166.09608809295,102072,gtjmfCtvvk,2009-05-21
159978.3152186971,954473,vfHJjwSpbO,2012-01-19
142137.0268491521,815,LlZvmnicSJ,2012-08-30
120104.3521539985,681715,JqDZhzXWhj,2000-05-18
515940.24845502136,465183,iehIqbXqAn,1998-04-09
265677.64060555724,839082,etQZUcFVwj,2009-12-20
29263.691099675256,135954,AtDNIzkPJY,2000-09-15
641206.4701283673,195916,RgknLVnNmM,2005-01-11
147764.33387704426,759318,upimPOjfCB,2017-10-17
573054.4468966677,724033,gkUxpfxETR,2005-05-28
587632.544706521,536626,FFlpzHjZnj,1998-08-23
63255.517244243165,119015,QOGYmVgapf,1997-08-07
413339.9682782866,9612,uBykfbPmVR,2006-03-25
164.19711178321072,329382,YDTiqCAPOt,2020-03-25
147263.16846397799,213158,gpSPUPSuHw,2005-12-28
320179.55986429803,351800,SsdzSSTShz,2009-02-07
399211.6267601209,92704,XavGiIeifD,1998-04-19
322202.8158133958,499718,skOBzLmdqt,1998-10-12
200041.826665715,806106,vBtNtwXBFq,2017-02-11
174497.48947982196,279532,uVDHJRAdNi,2018-01-20
550093.950881877,370711,fHCJUtuJFc,1997-07-22
85758.5117806916,478296,ZjKOXuyvZV,1999-03-26
38983.77363238221,486403,kdFnWrwMhp,2000-06-25
323316.6327644463,121617,YeCObLSWez,2020-11-12
550644.3278585159,422823,ZCRJUGYpac,2014-02-18
192136.97437754317,146021,AJJjDgPKAa,2005-12-12
53509.96955865384,812581,PSlPZeEAMB,2020-03-15
123192.35665342587,588829,rXdKxkuflE,2014-01-19
95658.62278740694,217757,vBaeicJZlj,2000-01-06
228022.9894168418,63783,JUuyqbyJcF,2012-03-25
481897.27950701915,144195,BLICJukqtW,2009-06-27
179401.93576029516,745538,DVcVXRTqxU,2002-10-10
188826.91142803157,967058,PDeYhsQtFd,2001-09-01
296189.242769115,188394,TXCZvEyMpd,2003-06-14
423749.61408698186,166364,eCrwAJwmUb,2018-05-01
65626.34651673141,611066,LoHbpyCFJd,1995-05-08
6338.405324784339,288715,pmloeizLbq,1997-11-01
199188.71953004826,331057,EwQnoTQRhA,2014-02-08
85609.07121975637,208975,vnMEIZGdff,1997-06-19
182988.9618633029,245708,UEFdRtoOTv,2019-04-10
11137.535447158542,291397,OSplhffgiY,1996-09-07
333893.52887974214,202271,PpAucLHNeC,2003-01-07
573086.3188333282,123697,vNagSrwYxL,2007-12-01
242401.0537324872,109086,BimjKMsKqJ,2014-04-22
380830.86155806045,667332,xMWITYMMjg,2011-05-10
204587.4328355544,93260,dYmUBrrCxR,2020-01-30
683412.9999778344,6945,VGQnPcfMtc,2012-06-23
7845.063968553677,362531,AqmozwHjCu,2008-07-30
432501.78203519963,234251,eOVJmfAYIZ,2013-09-20
84923.90666082503,69117,DnZjsnzYat,2016-01-01
375270.0613314218,616945,mrVWJmPjnR,2001-03-21
11782.435348399393,71380,MPYkXZirBT,2010-09-02
100283.1080001159,927768,FxxRdrpeSY,1995-10-13
318274.9139079721,602969,nGWrmPSmmu,1998-03-10
173637.8939793005,65434,iGbnRgLJXN,2005-05-30
18013.35995370624,805935,dxDkkYnANe,1999-12-02
187540.61017498525,229132,fHLYSuQxYR,2020-11-26
48291.03038803724,585123,hRzEgFBpyr,2009-04-05
387423.47706539027,227483,qLmrHAQSpH,2007-06-04
329035.61401376023,95641,hBknHJCkkz,2014-05-11
3672.6990449245054,840894,qPXhWzrUmB,1999-07-11
439100.77334581985,910458,mqFEXtHaqw,2011-10-03
551245.0932384485,801402,CeMTPRyuuK,2013-06-07
524664.7060867411,182506,PRvQwaTjZj,2014-05-28
140758.65469859118,141809,IwjyMqpzJw,2006-09-30
328921.68399802846,707261,kkkbUSYJgK,2010-03-11
245920.20667581365,216103,yLckFqYCUd,2018-10-10
174457.060117895,853442,qreyuWxeoP,2009-02-10
131220.78865618876,711208,bXiYEELDxR,2020-07-27
224370.35826311223,371796,CFPjuCgOYu,2018-12-16
67297.27354701805,128449,jlzXdJZUiM,2020-07-17
9362.811671742145,104325,goceOZcUcm,2011-07-12
295531.5454442745,977085,gSUCvuJRum,2017-06-04
17554.611251689123,193339,DEDJZAxIqF,2005-08-04
106753.85218113616,297393,OKdTcPQSsZ,2008-11-25
37116.480084381394,106073,SdrLprEyfH,2020-09-26
100929.41080063242,855631,fQhZOhprcF,1997-05-18
3900.147445786406,941965,hZGvJePOrD,2020-01-28
64713.88498105221,194287,SbJlUnTOVF,2013-06-03
385344.43085818226,59386,rbVZexhXKz,2009-02-05
267022.5157755452,842141,lSnqQBKPNI,2013-01-17
465587.4562559565,551892,JTDzNRlWyp,2015-09-14
162094.63411973178,56143,ZqoiEXeDUV,2012-12-27
155066.64671092894,745722,OCWRrqxTwH,2016-10-24
525960.326897459,575457,jTzCgTvavM,2015-08-18
391781.4560056723,563474,dLvCMEnHay,2014-12-27
524377.176388479,912918,sViNlmdOby,2002-02-02
495673.47227744345,14022,IVOGaVLKzF,2017-11-26
69443.51944614208,74030,VclOdRvdZN,2004-04-08
814570.1459136688,620938,SlpSlBWfOc,2005-09-04
24938.967721011533,962116,OweBRMIkNI,2000-10-06
11942.732381366492,832926,ptZULWMYrB,2019-10-26
20676.801611882904,614058,ULoUuDQinl,1997-09-02
676062.4580474622,299383,aljTfCIQxj,2007-03-20
251501.41674717035,323405,KHcdKkXiDp,2000-05-23
90528.31209768378,26899,roTsPKGush,2005-08-30
14280.631976980276,142847,fExTMrJjAs,2019-04-03
401519.7021255246,157219,FKYhcFTZGl,2012-10-10
372137.2226546887,136108,gmMmQsNzOq,1996-05-30
427760.1661951283,229815,qUzfWSLkop,2014-07-09
434480.0986380006,335693,hPqNVpIZbz,1999-02-03
162620.45836666084,8531,RWPDGglXRM,2008-06-05
746333.2192216084,174690,vmiGleHumk,1999-09-22
244050.24656687453,913437,SAVhDuPHgQ,2001-12-19
128883.50042176493,716986,gbneZUiLkD,2007-08-18
2546.0957136514294,359578,CoPyLnaKBL,2011-02-18
185905.17969580434,338043,GfCjPZJNvG,2009-11-20
55799.63277748401,209151,VOynNwaYew,2004-04-28
322160.9041682339,899141,uGFPURHLmN,2007-11-13
3582.3451941355156,228140,WHtgjryXrQ,2016-06-23
22399.775644148558,454631,TjyIOgrhhp,2018-01-02
18236.207872183997,845310,VZeAwnslfG,2003-11-25
283913.2932564806,925674,MqYbmVLoTE,2007-02-15
31516.595167142055,708969,lDjzdrVWaF,2001-02-21
44099.39728858339,967569,qQJArNwfhc,2005-01-07
758768.4257491108,538766,wvvfemZUWe,2014-06-02
49708.06963408491,622922,EwhlLKSPvm,2001-07-16
302372.6549070143,371494,zZEzOwMBBC,2014-04-20
708292.689964255,427711,kMAPXCXdki,2020-07-21
396684.1480928159,774307,NcswTYBpFp,1995-02-26
363453.02203674347,687674,roUefNVlzw,2011-03-24
203380.77589136586,171585,vLwBBTJYWE,2011-11-05
505543.20782087604,894170,FNakszrcHM,2017-04-27
591638.970488527,606854,KtLZYVZKPX,2015-12-27
668113.0901570928,340400,BgFusDHOFo,2015-04-28
147668.2267200839,587266,eyCLJHRBCh,2000-04-07
2111.8934494491305,440191,PBOhlfrfJs,2010-12-19
478548.8085561106,33825,OrwhTzxnmu,2019-07-20
86586.73929403561,360318,kaeJhQATJR,2008-02-13
38985.600043544364,161204,CCvihNVJiC,2015-01-31
481937.64025024447,152629,pVbHkvVEAk,2008-03-20
117462.32571146924,350577,WZwOCVoUQX,2006-02-17
493881.325125377,742717,RwslawFekE,2009-08-03
225405.8122462712,275799,xlxWMzTIwC,2014-01-17
294162.9624199894,195142,XbZretmcfs,2009-10-06
375478.4976278612,871469,bsEAAXufSK,2007-02-05
75345.02835870949,566374,STotSbidDD,2005-04-09
7458.960212358803,659185,ZLfDKIVVEo,1999-09-22
